Enfermedad;Indicador;Year;Pais;Region;Genero;Area;Numeric;Lim_inf;Lim_sup
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2011;Colombia;Región de las Américas;Mujeres;;9.858814544;9.290383523;10.51897287
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2012;Colombia;Región de las Américas;Total;;11.7889099;11.19355072;12.46402946
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2012;Colombia;Región de las Américas;Hombres;;13.93053462;12.87855021;15.09230274
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2012;Colombia;Región de las Américas;Mujeres;;9.852041086;9.294534238;10.48574276
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2013;Colombia;Región de las Américas;Total;;11.78654054;11.19446041;12.47152102
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2013;Colombia;Región de las Américas;Hombres;;13.93607848;12.88362488;15.10247733
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2013;Colombia;Región de las Américas;Mujeres;;9.845436034;9.28896941;10.47528283
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2014;Colombia;Región de las Américas;Total;;11.78461078;11.19315696;12.48031985
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2014;Colombia;Región de las Américas;Hombres;;13.94203087;12.88164054;15.09243522
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2014;Colombia;Región de las Américas;Mujeres;;9.83913199;9.283782902;10.46462122
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2015;Colombia;Región de las Américas;Total;;11.78350366;11.19761027;12.4696597
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2015;Colombia;Región de las Américas;Hombres;;13.94810765;12.89362631;15.11263666
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2015;Colombia;Región de las Américas;Mujeres;;9.833483887;9.265619017;10.47176608
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2016;Colombia;Región de las Américas;Total;;11.78571651;11.21320527;12.46149285
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2016;Colombia;Región de las Américas;Hombres;;13.95509521;12.9055415;15.12953402
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2016;Colombia;Región de las Américas;Mujeres;;9.829435414;9.263557275;10.47049437
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2017;Colombia;Región de las Américas;Total;;11.78932848;11.2197422;12.4608586
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2017;Colombia;Región de las Américas;Hombres;;13.96180924;12.89074656;15.11412862
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2017;Colombia;Región de las Américas;Mujeres;;9.826996439;9.241084663;10.46829131
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2018;Colombia;Región de las Américas;Total;;11.790363;11.23102628;12.44343616
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2018;Colombia;Región de las Américas;Hombres;;13.96707392;12.8960657;15.10163471
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2018;Colombia;Región de las Américas;Mujeres;;9.823896095;9.244524036;10.46119325
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2019;Colombia;Región de las Américas;Total;;11.7896793;11.21923678;12.46810126
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2019;Colombia;Región de las Américas;Hombres;;13.97165584;12.90465094;15.14517376
Obesidad/dieta malsana;Ingesta promedio de sal de la población: adultos de 25 años o más;2019;Colombia;Región de las Américas;Mujeres;;9.819791469;9.237240582;10.45434401
Obesidad/dieta malsana;Tiene en funcionamiento una política para reducir el sobrepeso/obesidad;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Ha fijado una meta nacional sobre obesidad;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Políticas sobre los ácidos grasos saturados y las grasas trans;2022;Colombia;Región de las Américas;;;No logrado;;
Obesidad/dieta malsana;Restricciones a la promoción dirigida a los niños;2022;Colombia;Región de las Américas;;;Plenamente logrado;;
Obesidad/dieta malsana;Restricciones a la comercialización de sucedáneos de la leche materna;2022;Colombia;Región de las Américas;;;Parcialmente logrado;;
Obesidad/dieta malsana;Cuenta con un impuesto aplicable a las bebidas azucaradas;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Aplica un impuesto a los alimentos con alto contenido de grasa, azúcares o sal;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Aplica subvenciones a los precios de los alimentos saludables;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Ha puesto en práctica recientemente alguna campaña nacional sobre alimentación;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Ha llevado a cabo recientemente alguna encuesta nacional que abarca el sobrepeso y la obesidad;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Ha llevado a cabo recientemente alguna encuesta nacional que abarca las dietas malsanas;2021;Colombia;Región de las Américas;;;No;;
Obesidad/dieta malsana;Cuenta con directrices para el manejo del sobrepeso/obesidad;2021;Colombia;Región de las Américas;;;Sí;;
Inactividad física;Muertes totales por ENT;2000;Colombia;Región de las Américas;Total;;111353.6;85874.76;141340.4
Inactividad física;Muertes totales por ENT;2000;Colombia;Región de las Américas;Hombres;;54632.72;42666;69001.54
Inactividad física;Muertes totales por ENT;2000;Colombia;Región de las Américas;Mujeres;;56720.88;43208.76;72338.88
Inactividad física;Muertes totales por ENT;2001;Colombia;Región de las Américas;Total;;113891.2;87638.02;144702.3
Inactividad física;Muertes totales por ENT;2001;Colombia;Región de las Américas;Hombres;;55613.25;43357.14;70287.84
Inactividad física;Muertes totales por ENT;2001;Colombia;Región de las Américas;Mujeres;;58277.9;44280.87;74414.51
Inactividad física;Muertes totales por ENT;2002;Colombia;Región de las Américas;Total;;115571;88953.44;146684.3
Inactividad física;Muertes totales por ENT;2002;Colombia;Región de las Américas;Hombres;;55849.84;43619.56;70334.1
Inactividad física;Muertes totales por ENT;2002;Colombia;Región de las Américas;Mujeres;;59721.12;45333.88;76350.19
Inactividad física;Muertes totales por ENT;2003;Colombia;Región de las Américas;Total;;122239.4;93815.84;155532.9
Inactividad física;Muertes totales por ENT;2003;Colombia;Región de las Américas;Hombres;;59633.02;46428.11;75379.71
Inactividad física;Muertes totales por ENT;2003;Colombia;Región de las Américas;Mujeres;;62606.33;47387.73;80153.17
Inactividad física;Muertes totales por ENT;2004;Colombia;Región de las Américas;Total;;123135.8;94331.01;157182
Inactividad física;Muertes totales por ENT;2004;Colombia;Región de las Américas;Hombres;;60476.35;47022.73;76654.45
Inactividad física;Muertes totales por ENT;2004;Colombia;Región de las Américas;Mujeres;;62659.42;47308.28;80527.6
Inactividad física;Muertes totales por ENT;2005;Colombia;Región de las Américas;Total;;126801.9;96816.52;162597.5
Inactividad física;Muertes totales por ENT;2005;Colombia;Región de las Américas;Hombres;;62995.24;48780.17;80296.77
Inactividad física;Muertes totales por ENT;2005;Colombia;Región de las Américas;Mujeres;;63806.71;48036.35;82300.69
Inactividad física;Muertes totales por ENT;2006;Colombia;Región de las Américas;Total;;130677.8;99520.29;168034.6
Inactividad física;Muertes totales por ENT;2006;Colombia;Región de las Américas;Hombres;;64442.58;49811.42;82338.41
Inactividad física;Muertes totales por ENT;2006;Colombia;Región de las Américas;Mujeres;;66235.19;49708.87;85696.16
Inactividad física;Muertes totales por ENT;2007;Colombia;Región de las Américas;Total;;131907;99961.55;170540.2
Inactividad física;Muertes totales por ENT;2007;Colombia;Región de las Américas;Hombres;;64708.55;49747.39;83192.06
Inactividad física;Muertes totales por ENT;2007;Colombia;Región de las Américas;Mujeres;;67198.41;50214.16;87348.12
Inactividad física;Muertes totales por ENT;2008;Colombia;Región de las Américas;Total;;136483.2;103039.2;177249.9
Inactividad física;Muertes totales por ENT;2008;Colombia;Región de las Américas;Hombres;;66556.31;51050.7;85949
Inactividad física;Muertes totales por ENT;2008;Colombia;Región de las Américas;Mujeres;;69926.91;51988.51;91300.94
Inactividad física;Muertes totales por ENT;2009;Colombia;Región de las Américas;Total;;133375.2;100471.6;173821.9
Inactividad física;Muertes totales por ENT;2009;Colombia;Región de las Américas;Hombres;;64682.94;49599.04;83702.3
Inactividad física;Muertes totales por ENT;2009;Colombia;Región de las Américas;Mujeres;;68692.24;50872.53;90119.6
Inactividad física;Muertes totales por ENT;2010;Colombia;Región de las Américas;Total;;139985.6;104843.5;183557.7
Inactividad física;Muertes totales por ENT;2010;Colombia;Región de las Américas;Hombres;;67797.77;51696.9;88292.06
Inactividad física;Muertes totales por ENT;2010;Colombia;Región de las Américas;Mujeres;;72187.86;53146.63;95265.68
Inactividad física;Muertes totales por ENT;2011;Colombia;Región de las Américas;Total;;138477.3;102954.5;183110.2
Inactividad física;Muertes totales por ENT;2011;Colombia;Región de las Américas;Hombres;;67403.66;51088.46;88437.63
Inactividad física;Muertes totales por ENT;2011;Colombia;Región de las Américas;Mujeres;;71073.62;51866.05;94672.59
Inactividad física;Muertes totales por ENT;2012;Colombia;Región de las Américas;Total;;142349.8;105356.2;189295.1
Inactividad física;Muertes totales por ENT;2012;Colombia;Región de las Américas;Hombres;;69307.55;52321.67;91392.98
Inactividad física;Muertes totales por ENT;2012;Colombia;Región de las Américas;Mujeres;;73042.26;53034.54;97902.13
Inactividad física;Muertes totales por ENT;2013;Colombia;Región de las Américas;Total;;146400.3;107489.9;196104.6
Inactividad física;Muertes totales por ENT;2013;Colombia;Región de las Américas;Hombres;;71659.66;53718.36;95158.09
Inactividad física;Muertes totales por ENT;2013;Colombia;Región de las Américas;Mujeres;;74740.68;53771.5;100946.5
Inactividad física;Muertes totales por ENT;2014;Colombia;Región de las Américas;Total;;154891.4;112663.1;209332.4
Inactividad física;Muertes totales por ENT;2014;Colombia;Región de las Américas;Hombres;;74937.77;55506.29;100656
Inactividad física;Muertes totales por ENT;2014;Colombia;Región de las Américas;Mujeres;;79953.6;57156.78;108676.4
Inactividad física;Muertes totales por ENT;2015;Colombia;Región de las Américas;Total;;163186.9;117583.5;222357.2
Inactividad física;Muertes totales por ENT;2015;Colombia;Región de las Américas;Hombres;;79552.29;58439.32;107581
Inactividad física;Muertes totales por ENT;2015;Colombia;Región de las Américas;Mujeres;;83634.63;59144.15;114776.2
Inactividad física;Muertes totales por ENT;2016;Colombia;Región de las Américas;Total;;165581.2;118094.8;227651
Inactividad física;Muertes totales por ENT;2016;Colombia;Región de las Américas;Hombres;;81412.17;59301.71;111071
Inactividad física;Muertes totales por ENT;2016;Colombia;Región de las Américas;Mujeres;;84169.02;58793.07;116579.9
Inactividad física;Muertes totales por ENT;2017;Colombia;Región de las Américas;Total;;171048.2;116127.4;244291.5
Inactividad física;Muertes totales por ENT;2017;Colombia;Región de las Américas;Hombres;;83817.48;57539.57;119181.2
Inactividad física;Muertes totales por ENT;2017;Colombia;Región de las Américas;Mujeres;;87230.74;58587.79;125110.3
Inactividad física;Muertes totales por ENT;2018;Colombia;Región de las Américas;Total;;175590.6;113625.6;259781
Inactividad física;Muertes totales por ENT;2018;Colombia;Región de las Américas;Hombres;;86539.59;56454.7;127978
Inactividad física;Muertes totales por ENT;2018;Colombia;Región de las Américas;Mujeres;;89050.99;57170.86;131803
Inactividad física;Muertes totales por ENT;2019;Colombia;Región de las Américas;Total;;181085.5;114216.1;274027.1
Inactividad física;Muertes totales por ENT;2019;Colombia;Región de las Américas;Hombres;;89539.31;56860.26;135655.6
Inactividad física;Muertes totales por ENT;2019;Colombia;Región de las Américas;Mujeres;;91546.2;57355.88;138371.5
Inactividad física;Número de muertes por enfermedades cardiovasculares;2000;Colombia;Región de las Américas;Total;;48322.76;40298.14;55461.98
Inactividad física;Número de muertes por enfermedades cardiovasculares;2000;Colombia;Región de las Américas;Hombres;;23489.78;19756.79;26808.44
Inactividad física;Número de muertes por enfermedades cardiovasculares;2000;Colombia;Región de las Américas;Mujeres;;24832.98;20541.36;28653.54
Inactividad física;Número de muertes por enfermedades cardiovasculares;2001;Colombia;Región de las Américas;Total;;48357.08;40341.66;55514.46
Inactividad física;Número de muertes por enfermedades cardiovasculares;2001;Colombia;Región de las Américas;Hombres;;23362.92;19652.17;26654.88
Inactividad física;Número de muertes por enfermedades cardiovasculares;2001;Colombia;Región de las Américas;Mujeres;;24994.16;20689.49;28859.59
Inactividad física;Número de muertes por enfermedades cardiovasculares;2002;Colombia;Región de las Américas;Total;;48193.86;40328.2;55283.44
Inactividad física;Número de muertes por enfermedades cardiovasculares;2002;Colombia;Región de las Américas;Hombres;;22896.81;19352.9;26062.11
Inactividad física;Número de muertes por enfermedades cardiovasculares;2002;Colombia;Región de las Américas;Mujeres;;25297.05;20975.3;29221.33
Inactividad física;Número de muertes por enfermedades cardiovasculares;2003;Colombia;Región de las Américas;Total;;50202.93;41979.77;57516.45
Inactividad física;Número de muertes por enfermedades cardiovasculares;2003;Colombia;Región de las Américas;Hombres;;24299.13;20525.8;27624.13
Inactividad física;Número de muertes por enfermedades cardiovasculares;2003;Colombia;Región de las Américas;Mujeres;;25903.8;21453.97;29892.31
Inactividad física;Número de muertes por enfermedades cardiovasculares;2004;Colombia;Región de las Américas;Total;;51125.8;42820.64;58595.48
Inactividad física;Número de muertes por enfermedades cardiovasculares;2004;Colombia;Región de las Américas;Hombres;;25078.16;21257.61;28499.62
Inactividad física;Número de muertes por enfermedades cardiovasculares;2004;Colombia;Región de las Américas;Mujeres;;26047.64;21563.04;30095.87
Inactividad física;Número de muertes por enfermedades cardiovasculares;2005;Colombia;Región de las Américas;Total;;52894.37;44282.9;60743.06
Inactividad física;Número de muertes por enfermedades cardiovasculares;2005;Colombia;Región de las Américas;Hombres;;26231.15;22203.88;29866.98
Inactividad física;Número de muertes por enfermedades cardiovasculares;2005;Colombia;Región de las Américas;Mujeres;;26663.22;22079.02;30876.08
Inactividad física;Número de muertes por enfermedades cardiovasculares;2006;Colombia;Región de las Américas;Total;;54272.83;45421.15;62393.95
Inactividad física;Número de muertes por enfermedades cardiovasculares;2006;Colombia;Región de las Américas;Hombres;;26601.31;22527.47;30294.75
Inactividad física;Número de muertes por enfermedades cardiovasculares;2006;Colombia;Región de las Américas;Mujeres;;27671.52;22893.68;32099.2
Inactividad física;Número de muertes por enfermedades cardiovasculares;2007;Colombia;Región de las Américas;Total;;53992.77;45063.45;62355.57
Inactividad física;Número de muertes por enfermedades cardiovasculares;2007;Colombia;Región de las Américas;Hombres;;26373.84;22277.62;30148.81
Inactividad física;Número de muertes por enfermedades cardiovasculares;2007;Colombia;Región de las Américas;Mujeres;;27618.93;22785.83;32206.76
Inactividad física;Número de muertes por enfermedades cardiovasculares;2008;Colombia;Región de las Américas;Total;;55426.93;46208.78;64202.6
Inactividad física;Número de muertes por enfermedades cardiovasculares;2008;Colombia;Región de las Américas;Hombres;;26927.13;22747.04;30866.04
Inactividad física;Número de muertes por enfermedades cardiovasculares;2008;Colombia;Región de las Américas;Mujeres;;28499.81;23461.74;33336.57
Inactividad física;Número de muertes por enfermedades cardiovasculares;2009;Colombia;Región de las Américas;Total;;53330.2;44353.31;62064.05
Inactividad física;Número de muertes por enfermedades cardiovasculares;2009;Colombia;Región de las Américas;Hombres;;25734.16;21763.81;29606.99
Inactividad física;Número de muertes por enfermedades cardiovasculares;2009;Colombia;Región de las Américas;Mujeres;;27596.04;22589.5;32457.07
Inactividad física;Número de muertes por enfermedades cardiovasculares;2010;Colombia;Región de las Américas;Total;;55524.5;46020.14;64905
Inactividad física;Número de muertes por enfermedades cardiovasculares;2010;Colombia;Región de las Américas;Hombres;;26868.73;22668.77;31009.94
Inactividad física;Número de muertes por enfermedades cardiovasculares;2010;Colombia;Región de las Américas;Mujeres;;28655.76;23351.38;33895.06
Inactividad física;Número de muertes por enfermedades cardiovasculares;2011;Colombia;Región de las Américas;Total;;55540.04;45688.3;65478.5
Inactividad física;Número de muertes por enfermedades cardiovasculares;2011;Colombia;Región de las Américas;Hombres;;26967.85;22632.18;31315
Inactividad física;Número de muertes por enfermedades cardiovasculares;2011;Colombia;Región de las Américas;Mujeres;;28572.18;23056.12;34163.5
Inactividad física;Número de muertes por enfermedades cardiovasculares;2012;Colombia;Región de las Américas;Total;;57174.5;46897.93;67750.06
Inactividad física;Número de muertes por enfermedades cardiovasculares;2012;Colombia;Región de las Américas;Hombres;;28062.58;23496.34;32746.92
Inactividad física;Número de muertes por enfermedades cardiovasculares;2012;Colombia;Región de las Américas;Mujeres;;29111.93;23401.58;35003.15
Inactividad física;Número de muertes por enfermedades cardiovasculares;2013;Colombia;Región de las Américas;Total;;58754.73;47860.21;70076.52
Inactividad física;Número de muertes por enfermedades cardiovasculares;2013;Colombia;Región de las Américas;Hombres;;28695.63;23896.71;33694.66
Inactividad física;Número de muertes por enfermedades cardiovasculares;2013;Colombia;Región de las Américas;Mujeres;;30059.1;23963.5;36381.86
Inactividad física;Número de muertes por enfermedades cardiovasculares;2014;Colombia;Región de las Américas;Total;;62338.64;50434.64;74736.56
Inactividad física;Número de muertes por enfermedades cardiovasculares;2014;Colombia;Región de las Américas;Hombres;;30325.65;25024.14;35837.96
Inactividad física;Número de muertes por enfermedades cardiovasculares;2014;Colombia;Región de las Américas;Mujeres;;32012.99;25410.5;38898.6
Inactividad física;Número de muertes por enfermedades cardiovasculares;2015;Colombia;Región de las Américas;Total;;66389.32;53386.44;79979.41
Inactividad física;Número de muertes por enfermedades cardiovasculares;2015;Colombia;Región de las Américas;Hombres;;32450.37;26664.19;38498.18
Inactividad física;Número de muertes por enfermedades cardiovasculares;2015;Colombia;Región de las Américas;Mujeres;;33938.95;26722.24;41481.23
Inactividad física;Número de muertes por enfermedades cardiovasculares;2016;Colombia;Región de las Américas;Total;;66969.4;53434.02;81104.61
Inactividad física;Número de muertes por enfermedades cardiovasculares;2016;Colombia;Región de las Américas;Hombres;;33342.65;27203.99;39743.41
Inactividad física;Número de muertes por enfermedades cardiovasculares;2016;Colombia;Región de las Américas;Mujeres;;33626.75;26230.03;41361.2
Inactividad física;Número de muertes por enfermedades cardiovasculares;2017;Colombia;Región de las Américas;Total;;69337.52;52459.94;87986.48
Inactividad física;Número de muertes por enfermedades cardiovasculares;2017;Colombia;Región de las Américas;Hombres;;34414.75;26205.44;43345.55
Inactividad física;Número de muertes por enfermedades cardiovasculares;2017;Colombia;Región de las Américas;Mujeres;;34922.76;26254.5;44640.93
Inactividad física;Número de muertes por enfermedades cardiovasculares;2018;Colombia;Región de las Américas;Total;;71307.05;51408.29;94044.05
Inactividad física;Número de muertes por enfermedades cardiovasculares;2018;Colombia;Región de las Américas;Hombres;;35628.8;25789.28;47012.29
Inactividad física;Número de muertes por enfermedades cardiovasculares;2018;Colombia;Región de las Américas;Mujeres;;35678.25;25619;47031.77
Inactividad física;Número de muertes por enfermedades cardiovasculares;2019;Colombia;Región de las Américas;Total;;73544.44;51717.09;99363.95
Inactividad física;Número de muertes por enfermedades cardiovasculares;2019;Colombia;Región de las Américas;Hombres;;36968.43;26094.68;50119.44
Inactividad física;Número de muertes por enfermedades cardiovasculares;2019;Colombia;Región de las Américas;Mujeres;;36576;25622.41;49244.52
Inactividad física;Número de muertes por diabetes;2000;Colombia;Región de las Américas;Total;;6424.709;5114.066;7844.889
Inactividad física;Número de muertes por diabetes;2000;Colombia;Región de las Américas;Hombres;;2462.994;1935.202;3050.864
Inactividad física;Número de muertes por diabetes;2000;Colombia;Región de las Américas;Mujeres;;3961.715;3178.864;4794.025
Inactividad física;Número de muertes por diabetes;2001;Colombia;Región de las Américas;Total;;6720.663;5346.45;8195.269
Inactividad física;Número de muertes por diabetes;2001;Colombia;Región de las Américas;Hombres;;2603.349;2050.261;3217.853
Inactividad física;Número de muertes por diabetes;2001;Colombia;Región de las Américas;Mujeres;;4117.314;3296.189;4977.416
Inactividad física;Número de muertes por diabetes;2002;Colombia;Región de las Américas;Total;;6779.52;5393.909;8279.603
Inactividad física;Número de muertes por diabetes;2002;Colombia;Región de las Américas;Hombres;;2626.509;2070.973;3253.855
Inactividad física;Número de muertes por diabetes;2002;Colombia;Región de las Américas;Mujeres;;4153.011;3322.937;5025.747
Inactividad física;Número de muertes por diabetes;2003;Colombia;Región de las Américas;Total;;7264.278;5761.16;8892.847
Inactividad física;Número de muertes por diabetes;2003;Colombia;Región de las Américas;Hombres;;2861.044;2249.135;3548.986
Inactividad física;Número de muertes por diabetes;2003;Colombia;Región de las Américas;Mujeres;;4403.234;3512.025;5343.861
Inactividad física;Número de muertes por diabetes;2004;Colombia;Región de las Américas;Total;;7152.707;5655.435;8788.146
Inactividad física;Número de muertes por diabetes;2004;Colombia;Región de las Américas;Hombres;;2847.437;2223.798;3547.667
Inactividad física;Número de muertes por diabetes;2004;Colombia;Región de las Américas;Mujeres;;4305.27;3431.636;5240.479
Inactividad física;Número de muertes por diabetes;2005;Colombia;Región de las Américas;Total;;7020.736;5523.487;8649.566
Inactividad física;Número de muertes por diabetes;2005;Colombia;Región de las Américas;Hombres;;2867.862;2229.672;3578.209
Inactividad física;Número de muertes por diabetes;2005;Colombia;Región de las Américas;Mujeres;;4152.874;3293.815;5071.357
Inactividad física;Número de muertes por diabetes;2006;Colombia;Región de las Américas;Total;;6936.822;5450.644;8545.297
Inactividad física;Número de muertes por diabetes;2006;Colombia;Región de las Américas;Hombres;;2806.323;2178.084;3503.278
Inactividad física;Número de muertes por diabetes;2006;Colombia;Región de las Américas;Mujeres;;4130.499;3272.56;5042.018
Inactividad física;Número de muertes por diabetes;2007;Colombia;Región de las Américas;Total;;6839.25;5342.037;8464.033
Inactividad física;Número de muertes por diabetes;2007;Colombia;Región de las Américas;Hombres;;2768.891;2131.57;3472.614
Inactividad física;Número de muertes por diabetes;2007;Colombia;Región de las Américas;Mujeres;;4070.358;3210.467;4991.42
Inactividad física;Número de muertes por diabetes;2008;Colombia;Región de las Américas;Total;;7037.807;5453.947;8736.979
Inactividad física;Número de muertes por diabetes;2008;Colombia;Región de las Américas;Hombres;;2839.234;2171.731;3580.608
Inactividad física;Número de muertes por diabetes;2008;Colombia;Región de las Américas;Mujeres;;4198.573;3282.216;5156.371
Inactividad física;Número de muertes por diabetes;2009;Colombia;Región de las Américas;Total;;6137.951;4725.667;7656.039
Inactividad física;Número de muertes por diabetes;2009;Colombia;Región de las Américas;Hombres;;2379.386;1806.996;3015.175
Inactividad física;Número de muertes por diabetes;2009;Colombia;Región de las Américas;Mujeres;;3758.564;2918.671;4640.864
Inactividad física;Número de muertes por diabetes;2010;Colombia;Región de las Américas;Total;;6538.884;4993.762;8203.621
Inactividad física;Número de muertes por diabetes;2010;Colombia;Región de las Américas;Hombres;;2523.692;1901.278;3217.604
Inactividad física;Número de muertes por diabetes;2010;Colombia;Región de las Américas;Mujeres;;4015.193;3092.483;4986.018
Inactividad física;Número de muertes por diabetes;2011;Colombia;Región de las Américas;Total;;6476.518;4919.521;8156.21
Inactividad física;Número de muertes por diabetes;2011;Colombia;Región de las Américas;Hombres;;2571.417;1931.739;3285.69
Inactividad física;Número de muertes por diabetes;2011;Colombia;Región de las Américas;Mujeres;;3905.102;2987.782;4870.52
Inactividad física;Número de muertes por diabetes;2012;Colombia;Región de las Américas;Total;;6800.604;5141.269;8605.147
Inactividad física;Número de muertes por diabetes;2012;Colombia;Región de las Américas;Hombres;;2711.413;2031.134;3484.555
Inactividad física;Número de muertes por diabetes;2012;Colombia;Región de las Américas;Mujeres;;4089.19;3110.135;5120.592
Inactividad física;Número de muertes por diabetes;2013;Colombia;Región de las Américas;Total;;6678.773;5000.113;8515.755
Inactividad física;Número de muertes por diabetes;2013;Colombia;Región de las Américas;Hombres;;2694.921;2000.132;3494.581
Inactividad física;Número de muertes por diabetes;2013;Colombia;Región de las Américas;Mujeres;;3983.852;2999.981;5021.174
Inactividad física;Número de muertes por diabetes;2014;Colombia;Región de las Américas;Total;;6788.895;5023.895;8737.713
Inactividad física;Número de muertes por diabetes;2014;Colombia;Región de las Américas;Hombres;;2702.562;1986.141;3534.624
Inactividad física;Número de muertes por diabetes;2014;Colombia;Región de las Américas;Mujeres;;4086.333;3037.754;5203.088
Inactividad física;Número de muertes por diabetes;2015;Colombia;Región de las Américas;Total;;7239.329;5274.971;9425.671
Inactividad física;Número de muertes por diabetes;2015;Colombia;Región de las Américas;Hombres;;3034.299;2196.366;4007.396
Inactividad física;Número de muertes por diabetes;2015;Colombia;Región de las Américas;Mujeres;;4205.03;3078.605;5418.275
Inactividad física;Número de muertes por diabetes;2016;Colombia;Región de las Américas;Total;;6926.105;4987.794;9122.265
Inactividad física;Número de muertes por diabetes;2016;Colombia;Región de las Américas;Hombres;;2949.928;2111.899;3937.397
Inactividad física;Número de muertes por diabetes;2016;Colombia;Región de las Américas;Mujeres;;3976.178;2875.896;5184.867
Inactividad física;Número de muertes por diabetes;2017;Colombia;Región de las Américas;Total;;7217.45;4965.244;9899.323
Inactividad física;Número de muertes por diabetes;2017;Colombia;Región de las Américas;Hombres;;3079.879;2086.703;4298.064
Inactividad física;Número de muertes por diabetes;2017;Colombia;Región de las Américas;Mujeres;;4137.57;2878.541;5601.259
Inactividad física;Número de muertes por diabetes;2018;Colombia;Región de las Américas;Total;;7121.067;4669.759;10157.98
Inactividad física;Número de muertes por diabetes;2018;Colombia;Región de las Américas;Hombres;;3103.5;1999.821;4496.102
Inactividad física;Número de muertes por diabetes;2018;Colombia;Región de las Américas;Mujeres;;4017.567;2669.937;5661.875
Inactividad física;Número de muertes por diabetes;2019;Colombia;Región de las Américas;Total;;7171.482;4573.897;10511.83
Inactividad física;Número de muertes por diabetes;2019;Colombia;Región de las Américas;Hombres;;3176.715;1991.046;4727.834
Inactividad física;Número de muertes por diabetes;2019;Colombia;Región de las Américas;Mujeres;;3994.767;2582.852;5783.992
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2000;Colombia;Región de las Américas;Total;;422.4111;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2000;Colombia;Región de las Américas;Hombres;;465.7011;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2000;Colombia;Región de las Américas;Mujeres;;388.7891;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2010;Colombia;Región de las Américas;Total;;362.6839;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2010;Colombia;Región de las Américas;Hombres;;399.8506;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2010;Colombia;Región de las Américas;Mujeres;;333.8693;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2015;Colombia;Región de las Américas;Total;;346.5577;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2015;Colombia;Región de las Américas;Hombres;;387.0022;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2015;Colombia;Región de las Américas;Mujeres;;315.2038;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2019;Colombia;Región de las Américas;Total;;326.0131;sin datos;sin datos
Inactividad física;Tasa de mortalidad debida a las ENT estandarizada por edades;2019;Colombia;Región de las Américas;Hombres;;369.4976;sin datos;sin datos
